,comment_lengths,comments,mags,scores,times
744,294,Dear PM did you make a mistake in appointing a government committee to handle the private will of late father for his family? Is it not a family matter to settle and fulfil their father's will and not the public/government to be involved unless there is any violation to the law of the country?,1,-0.5,2017-06-16T23:36:11+0000
745,103,I can't agreed more...family issues should be resolved within the family. Enjoy your break you deserve!,0.7,0.2,2017-06-14T02:32:08+0000
746,95,Head up Sir. You're doing good. It's your family issues and I believe you can handle them good.,1.6,0.5,2017-06-14T03:49:32+0000
747,95,"Please try to enjoy your much deserved break with your family,PM. They need you more than ever.",0,0,2017-06-14T03:56:37+0000
748,71,Sir PM Lee please stay strong and enjoy your holidays with your family.,0.5,0.5,2017-06-14T04:30:52+0000
749,118,Wr pray for you Mr Prime Minister that all be well and God of peace will reign in your family and in Singapore as well,0.2,0.2,2017-06-14T02:04:11+0000
750,106,"What i learn from this is that even flesh and blood can stab in the back,what's more if it is unrelated...",0,0,2017-06-14T01:57:31+0000
751,105,resolve it within the family Mr PM.  Enjoy your holiday! Enjoy your family time now. Most important time.,2.4,0.6,2017-06-14T01:51:44+0000
752,80,Power struggle continues within the family for each n everyone's best interests.,0.9,0.9,2017-06-14T15:15:19+0000
753,110,"It's good that it happened during vacation, so that PM Lee has the personal time to deal with his family issue",0.4,0.4,2017-06-14T09:45:22+0000
754,87,"???We are with you! Don't let this bring you down! You will have our support, always!!!",1.2,0,2017-06-14T09:40:48+0000
755,113,"Hope your family matters will be resolved soon, PM Sir, please enjoy your well deserve vacation with your family.",0.7,0.7,2017-06-14T20:34:15+0000
756,78,"Dear PM Lee , we trust your leadership , our upmost respect and love for you .",0.9,0.9,2017-06-14T12:58:20+0000
757,55,Just demolish the house as per LKY's wish. Case closed.,0.9,0.1,2017-06-14T05:15:57+0000
758,99,You are chosen by Senior Mentor Lee Kuan Yew. We trust Senior Mentor's decision  and we trust you .,1.3,0.6,2017-06-14T05:13:59+0000
759,110,solve the problem with your sibling when u back spore all the best to u take care and enjoy your holiday cheer,0.5,0.5,2017-06-14T01:46:01+0000
760,64,Our family support you ! Thx for your contribution to Singapore!,0.7,0.3,2017-06-15T03:32:59+0000
761,100,"PM Sir, Don't worry God is with you.  May God bless you and your family. Take care. We all love you.",1.8,0.4,2017-06-14T04:30:12+0000
762,249,Just follow the will of our beloved Lee Kuan Yew and his wishes as set and no need to second Guess or contradict as LKY and Madam Kwa has already set it out what they expect to be done to their home in black and white for posterity in a legal format,0.4,0.4,2017-06-14T12:02:00+0000
763,78,Dear sir enjoy your holiday first hope your family mattar resolve peacefully..,0,0,2017-06-14T11:17:17+0000
764,137,Enjoy your precious time with your family ...ignore those meaningless accusation ..the public knows the difference between white & black!,0.8,0.8,2017-06-14T02:39:27+0000
765,102,All this pain and disappointment could have been completely avoided if you honored your father's will.,0.7,-0.7,2017-06-14T02:46:09+0000
766,198,"You have more than proven your worth. You have not just continued your father's legacy, you have created your own place in our hearts. Thank you for all your sacrifices. Singapore stands behind you.",1.4,0.3,2017-06-14T05:14:58+0000
767,147,???? ? ??????? ? ??????????????? ? ??????????????? ? ??????????????? ? ???????? ? ???? ?? ???? ? ????? ? ????????? ? ???????????? ? ?????? ????????,A,N,2017-06-14T04:55:16+0000
768,163,"Jangan la gaduh Di bulan mulia ni sir :( tak baik adik beradik berpecah belah..   Air dicincang tidak akan putus sir.. May God help & heal you and family, Mr Lee ?",A,N,2017-06-14T09:00:14+0000
769,77,"Standing by you PM Lee??, and hope this issue will be resolved amicably! ????",0.2,0.2,2017-06-14T02:21:09+0000
770,81,Stay strong PM Lee!!! I'm sure you will overcome this matter like you always did.,0.4,0.2,2017-06-14T06:27:38+0000
771,107,We will always support u.Really appreciate all your government has done for us. We trust in your leadership,1.2,0.6,2017-06-14T01:55:17+0000
772,89,Praying that God grants u divine wisdom to deal with this tactfully. Hang in there Mr Lee,0.7,0.3,2017-06-14T01:52:38+0000
773,70,I pray  for you PM that God will give you wisdom and guide you always.,0.4,0.4,2017-06-14T02:06:16+0000
774,290,"I am with You , Mr PM, stay strong , and I do believe Singaporean are with You too. I pray to God, I pray to the late Mr LKY to give You the strength You need. To me, You Are the only one I can trust as our Leader because You have all the values of your late Father In You. God Bless , Sir.",1.4,0.3,2017-06-14T02:02:58+0000
775,236,"Our dearest PM Lee, do not let such a matter affects you n yr family. Due with it when you are back to SG. What you had done for all Singaporean we know it in our heart. Take good care of your health, the country needs u. Be strong ? ??",2.1,0.3,2017-06-14T01:54:14+0000
776,81,I am likewise disappointed. I believe you ... continue to lead Singapore forward.,1,0,2017-06-14T04:24:46+0000
777,106,This is a private matter. Shouldn't have been publicised. Stay strong PM. You have our vote of confidence.,0.9,0.1,2017-06-14T01:53:58+0000
778,139,Loong.Yang Dan Welling. Baliklah ke zaman kanak2 yang aman dan tenteram  sewaktu saya bersama anda kalian . Anak2 yang sangat baik sekali .,A,N,2017-06-14T02:10:53+0000
779,119,"I trust you will be able to settle your family issue. Nothing like a happy family, that's what will make parents happy.",0.6,0.3,2017-06-15T11:07:31+0000
780,88,"Dear PM Lee, Do not be disheartened. Will be praying for you n your family.   Lillie Wee",1.3,0,2017-06-14T12:10:18+0000
781,295,"Dear sir,  Family issues are always messy. I totally agree with your statement saying that family matters should never make public. I trust you and our government. Please don't lose heart. You have and will make good judgement for Singapore.  Enjoy your vacation with your family.  Take care sir",3.8,0.2,2017-06-14T10:42:38+0000
782,323,"Dear Sir, Please enjoy your holiday .We all know is not easy for you to arrange an quiet and peaceful time together with the family .We all feel that you have already spent all your time to the nation of  Singapore . We respect and support you. Hope all things well with you, your family  and all Singaporean. Thank you.ZYL",1.5,0.3,2017-06-14T09:35:49+0000
783,89,Take care dear PM..stay healthy.. Just do the right thing for u yr families n nation.. ??,1.3,0.6,2017-06-14T09:16:29+0000
784,63,Praying for your family reconciliation and harmony to prevail..,0.4,0.4,2017-06-14T05:31:55+0000
785,80,LHL blood is thicker than water. Discuss and take family matter first important.,0.4,0.2,2017-06-14T03:27:14+0000
786,104,"PM Lee, we pray that the problem can be solved as soon as possible among your siblings. God be with you.",0.7,0.3,2017-06-14T01:53:44+0000
787,104,"Yes, PM, we are with you all the way!  We trust you and your leadership. Meanwhile, enjoy your vacation.",1.2,0.4,2017-06-14T02:36:35+0000
788,204,Dear PM Lee . Let the matter rest . The Chinese say ?????pls concentrate on our national matters . I have voted your good self. I trust my judgement I trust your visions . Strong Singapore ! Strong PM Lee,2.6,0.3,2017-06-14T02:08:15+0000
789,71,"Pls take care of your health and Country Sir, hope can settle the rest.",0.1,0.1,2017-06-14T13:28:57+0000
790,103,I So envy how you all have so much respect and love for your pm...as compared to us here. Stay strong..,0.8,0.3,2017-06-14T10:07:42+0000
791,87,Why r u defying the clear and simple instruction of your father to demolish the house ?,0,0,2017-06-14T02:37:15+0000
792,40,Stay strong though I m not a Singaporean,0.2,-0.2,2017-06-14T07:10:41+0000
